instance_name,execution_time,result,ExpandedStates,UsedStates,ExpandedTransitions,UsedTransitions,Elapsed in Synthesis,findNewGoalsCalls,findNewErrorsCalls,propagateGoalsCalls,propagateErrorsCalls,maxMemoryUsed,heuristicTime,Composition time
sokoban-6-1_0obstacles_1,2.623819351196289,OK,4667,142,5126,143,2203,1,475,1,186,,0,130
sokoban-6-1_0obstacles_10,0.8781092166900635,OK,1273,114,1335,114,475,1,50,1,47,,0,127
sokoban-6-1_0obstacles_2,13.93402338027954,OK,12693,154,14275,154,13505,1,1633,1,541,,0,131
sokoban-6-1_0obstacles_3,0.7106187343597412,OK,228,134,232,134,324,1,3,1,9,,0,122
sokoban-6-1_0obstacles_4,9.013310194015505,OK,9108,528,10195,536,8562,1,1168,1,388,,0,119
sokoban-6-1_0obstacles_5,14.280874013900757,OK,12732,274,14314,277,13842,1,1645,1,541,,0,121
sokoban-6-1_0obstacles_6,2.0895330905914307,OK,3573,308,3969,312,1635,1,441,1,165,,0,118
sokoban-6-1_0obstacles_7,0.8976671695709229,OK,717,102,777,102,484,1,58,1,25,,0,125
sokoban-6-1_0obstacles_8,1.0395476818084717,OK,1777,146,1977,146,658,1,205,1,70,,0,122
sokoban-6-1_0obstacles_9,1.3381707668304443,OK,2303,166,2537,167,960,1,262,1,95,,0,125
sokoban-6-1_1obstacles_1,1.437882661819458,OK,3017,392,3256,397,1056,1,233,1,118,,0,111
sokoban-6-1_1obstacles_10,0.7259867191314697,OK,286,122,302,123,344,1,13,1,6,,0,140
sokoban-6-1_1obstacles_2,9.19581127166748,OK,12988,400,14601,400,8710,1,1705,1,533,,0,132
sokoban-6-1_1obstacles_3,0.954188108444214,OK,1273,114,1335,114,559,1,50,1,47,,0,123
sokoban-6-1_1obstacles_4,6.734507322311401,OK,10755,316,12133,316,6300,1,1488,1,455,,0,125
sokoban-6-1_1obstacles_5,0.9505603313446044,OK,1452,198,1568,198,569,1,126,1,54,,0,116
sokoban-6-1_1obstacles_6,0.8626101016998291,OK,397,94,407,94,482,1,6,1,13,,0,118
sokoban-6-1_1obstacles_7,2.988942861557007,OK,5523,154,6305,156,2582,1,862,1,238,,0,116
sokoban-6-1_1obstacles_8,2.2483127117156982,OK,3912,256,4333,256,1846,1,468,1,177,,0,137
sokoban-6-1_1obstacles_9,6.084206581115723,OK,8593,222,9542,222,5653,1,983,1,343,,0,134
sokoban-6-1_2obstacles_1,7.660064458847046,OK,11413,190,12799,190,7226,1,1378,1,515,,0,124
sokoban-6-1_2obstacles_10,1.0943903923034668,OK,1798,148,1986,148,712,1,181,1,72,,0,114
sokoban-6-1_2obstacles_2,3.840912342071533,OK,6988,348,7908,357,3407,1,976,1,291,,0,129
sokoban-6-1_2obstacles_3,4.69329309463501,OK,8343,358,9369,366,4253,1,1037,1,360,,0,117
sokoban-6-1_2obstacles_4,1.3138597011566162,OK,2466,288,2765,293,917,1,303,1,104,,0,125
sokoban-6-1_2obstacles_5,0.9734961986541748,OK,1880,238,2025,238,593,1,136,1,69,,0,116
sokoban-6-1_2obstacles_6,2.5844173431396484,OK,4165,158,4756,162,2161,1,612,1,159,,0,127
sokoban-6-1_2obstacles_7,1.495781183242798,OK,2754,256,3011,260,1090,1,247,1,107,,0,126
sokoban-6-1_2obstacles_8,6.218926191329956,OK,7516,162,8417,162,5800,1,933,1,353,,0,116
sokoban-6-1_2obstacles_9,0.9213147163391112,OK,1065,112,1142,112,527,1,62,1,26,,0,123
sokoban-6-1_3obstacles_1,2.0027048587799072,OK,4973,152,5599,152,1610,1,642,1,202,,0,119
sokoban-6-1_3obstacles_10,3.106696367263794,OK,6519,206,7404,207,2664,1,921,1,272,,0,131
sokoban-6-1_3obstacles_2,0.79593825340271,OK,166,84,168,84,410,1,2,1,4,,0,122
sokoban-6-1_3obstacles_3,1.0702626705169678,OK,1819,374,1956,377,678,1,142,1,75,,0,122
sokoban-6-1_3obstacles_4,11.796146392822266,OK,13110,700,14799,713,11338,1,1669,1,536,,0,133
sokoban-6-1_3obstacles_5,3.4463722705841064,OK,9176,304,10248,305,3008,1,1037,1,371,,0,116
sokoban-6-1_3obstacles_6,0.7662439346313477,OK,125,102,127,102,403,1,2,1,2,,0,120
sokoban-6-1_3obstacles_7,3.734306812286377,OK,6500,228,7305,228,3281,1,779,1,257,,0,127
sokoban-6-1_3obstacles_8,1.8185386657714844,OK,3913,136,4289,136,1398,1,368,1,143,,0,132
sokoban-6-1_3obstacles_9,1.7632229328155518,OK,3423,202,3782,202,1372,1,375,1,156,,0,125
sokoban-6-1_4obstacles_1,3.068636178970337,OK,6699,354,7525,359,2620,1,826,1,313,,0,126
sokoban-6-1_4obstacles_10,4.128167152404785,OK,7791,306,8756,307,3684,1,918,1,366,,0,126
sokoban-6-1_4obstacles_2,1.9915289878845213,OK,3930,224,4323,224,1599,1,386,1,166,,0,119
sokoban-6-1_4obstacles_3,3.935092687606812,OK,7474,478,8345,484,3513,1,876,1,321,,0,120
sokoban-6-1_4obstacles_4,4.633217096328735,OK,6873,224,7670,224,4200,1,788,1,281,,0,124
sokoban-6-1_4obstacles_5,4.777478694915772,OK,8479,520,9534,527,4346,1,1048,1,372,,0,126
sokoban-6-1_4obstacles_6,1.143104076385498,OK,2741,216,3030,216,765,1,251,1,102,,0,119
sokoban-6-1_4obstacles_7,2.127549886703491,OK,3855,240,4272,240,1559,1,410,1,168,,0,157
sokoban-6-1_4obstacles_8,0.6221456527709961,OK,18,0,19,0,285,0,2,0,4,,0,131
sokoban-6-1_4obstacles_9,3.545020580291748,OK,5666,552,6283,558,3102,1,617,1,229,,0,118
